id,time,location,latitude,longitude,depth,magnitude,url
ci14358796,2008-03-29 22:01:42.840,"5km NW of Delta, B.C., MX",32.3841667,-115.2333333,6.991,4.18,https://earthquake.usgs.gov/earthquakes/eventpage/ci14358796
nn00239974,2008-04-01 13:16:17.210,"16km NE of Wells, Nevada",41.2255,-114.8296,9.5,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/nn00239974
nm606657,2008-04-18 09:36:59.110,"11km WNW of Mount Carmel, Illinois",38.4515,-87.8861667,14.25,5.2,https://earthquake.usgs.gov/earthquakes/eventpage/nm606657
nm606669,2008-04-18 15:14:17.210,"10km WNW of Mount Carmel, Illinois",38.4585,-87.8691667,15.46,4.7,https://earthquake.usgs.gov/earthquakes/eventpage/nm606669
nm606680,2008-04-21 05:38:30.260,"10km WNW of Mount Carmel, Illinois",38.4475,-87.8755,18.29,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/nm606680
ci10319593,2008-04-21 14:16:23.040,"45km SW of Alberto Oviedo Mota, B.C., MX",31.9966667,-115.5573333,5.966,4.06,https://earthquake.usgs.gov/earthquakes/eventpage/ci10319593
nc40215734,2008-04-21 22:00:53.770,Northern California,40.7801667,-124.2081667,20.609,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/nc40215734
ci10319993,2008-04-23 01:55:29.400,"23km NW of Ludlow, CA",34.866,-116.3403333,4.62,4.14,https://earthquake.usgs.gov/earthquakes/eventpage/ci10319993
nn00242164,2008-04-24 22:55:48.953,"1km NNW of Mogul, Nevada",39.5297,-119.9332,2.9,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/nn00242164
nn00242527,2008-04-26 06:39:59.648,"0km N of Mogul, Nevada",39.5212,-119.9279,2.8,4.8,https://earthquake.usgs.gov/earthquakes/eventpage/nn00242527
nn00385392,2008-04-26 06:40:10.453,"1km NW of Mogul, Nevada",39.5231,-119.9393,2.8,5.1,https://earthquake.usgs.gov/earthquakes/eventpage/nn00385392
ci10320621,2008-04-26 06:40:19.120,"27km SE of Smith Valley, NV",38.6103333,-119.1331667,3.535,4.7,https://earthquake.usgs.gov/earthquakes/eventpage/ci10320621
nn00243152,2008-04-28 11:33:18.257,Nevada,39.5275,-119.9274,1.1,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/nn00243152
nc40216664,2008-04-30 03:03:06.900,Northern California,40.8358333,-123.4968333,27.755,5.4,https://earthquake.usgs.gov/earthquakes/eventpage/nc40216664
ci10321561,2008-05-01 03:55:35.970,"22km NNW of Borrego Springs, CA",33.443,-116.454,9.248,4.19,https://earthquake.usgs.gov/earthquakes/eventpage/ci10321561
ci10321585,2008-05-01 08:11:43.220,"14km SSE of Bodfish, CA",35.4733333,-118.4253333,4.798,4.43,https://earthquake.usgs.gov/earthquakes/eventpage/ci10321585
ci14367532,2008-05-09 22:38:08.350,"22km NNW of Borrego Springs, CA",33.4458333,-116.4555,9.268,4.06,https://earthquake.usgs.gov/earthquakes/eventpage/ci14367532
usp000g6r2,2008-05-14 16:09:52.930,"Baja California, Mexico",30.25,-114.3,10.0,4.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp000g6r2
nc40218402,2008-05-30 04:48:36.230,Northern California,38.7758333,-122.7641667,1.023,4.14,https://earthquake.usgs.gov/earthquakes/eventpage/nc40218402
usp000g9r4,2008-06-15 15:47:04.330,"Baja California Sur, Mexico",26.842,-111.134,10.0,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp000g9r4
ci14375776,2008-06-18 06:50:25.960,"24km ENE of Maneadero, B.C., MX",31.8333333,-116.3556667,5.477,4.35,https://earthquake.usgs.gov/earthquakes/eventpage/ci14375776
nn00252213,2008-06-30 22:49:58.982,"36km SSE of Caliente, Nevada",37.3304,-114.3127,0.0,4.3,https://earthquake.usgs.gov/earthquakes/eventpage/nn00252213
uw10746908,2008-07-14 18:45:55.170,Oregon,45.1286667,-120.95,16.378,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/uw10746908
ci14383980,2008-07-29 18:42:15.670,"5km S of Chino Hills, CA",33.9485,-117.7663333,15.503,5.44,https://earthquake.usgs.gov/earthquakes/eventpage/ci14383980
usp000gdvu,2008-08-05 07:19:00.280,Gulf of California,24.96,-109.729,10.0,4.3,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gdvu
usp000gdxc,2008-08-05 21:35:50.290,Gulf of California,28.604,-112.705,10.0,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gdxc
usp000ge0q,2008-08-07 02:18:13.830,Gulf of California,26.64,-111.0,10.0,5.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ge0q
usp000ge0r,2008-08-07 02:35:11.700,"Baja California Sur, Mexico",26.656,-111.022,15.6,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ge0r
nc51207076,2008-08-17 05:56:59.370,offshore Northern California,41.1885,-124.216,15.66,4.6,https://earthquake.usgs.gov/earthquakes/eventpage/nc51207076
ci10347253,2008-09-05 21:54:33.590,"4km WSW of Delta, B.C., MX",32.3468333,-115.2295,14.987,4.63,https://earthquake.usgs.gov/earthquakes/eventpage/ci10347253
nc51207740,2008-09-06 04:00:15.250,"San Francisco Bay area, California",37.862,-122.0075,16.328,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/nc51207740
usp000ggu1,2008-09-10 22:34:26.000,Gulf of California,28.586,-112.84,10.0,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ggu1
ci14396336,2008-10-02 09:41:49.270,"9km NE of Yucaipa, CA",34.0838333,-116.9678333,11.345,4.14,https://earthquake.usgs.gov/earthquakes/eventpage/ci14396336
nc71011617,2008-10-26 09:27:22.340,offshore Northern California,40.3368333,-124.6288333,20.827,4.9,https://earthquake.usgs.gov/earthquakes/eventpage/nc71011617
usp000gmgy,2008-10-31 13:34:52.820,Gulf of California,26.646,-110.927,10.0,4.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gmgy
usp000gng2,2008-11-11 20:11:42.820,"Durango, Mexico",25.105,-106.847,10.0,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gng2
usp000gnr6,2008-11-15 09:02:45.300,Gulf of California,25.687,-110.243,10.0,4.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gnr6
nc51211307,2008-11-16 05:43:15.590,offshore Northern California,40.3138333,-124.6026667,18.887,4.6,https://earthquake.usgs.gov/earthquakes/eventpage/nc51211307
ci14403732,2008-11-17 12:35:42.260,"6km N of Aguanga, CA",33.4996667,-116.8613333,10.839,4.11,https://earthquake.usgs.gov/earthquakes/eventpage/ci14403732
ci14404336,2008-11-19 15:35:30.000,"297km S of Estacion Coahuila, B.C., MX",29.5466667,-114.6043333,5.457,4.3,https://earthquake.usgs.gov/earthquakes/eventpage/ci14404336
ci14404512,2008-11-20 19:23:00.190,"13km WSW of Delta, B.C., MX",32.3288333,-115.3318333,6.006,4.98,https://earthquake.usgs.gov/earthquakes/eventpage/ci14404512
ci14406196,2008-11-29 21:14:09.070,"24km NNE of Trona, CA",35.9706667,-117.3263333,0.189,4.03,https://earthquake.usgs.gov/earthquakes/eventpage/ci14406196
ci14406304,2008-11-30 13:03:07.280,"24km NNE of Trona, CA",35.9713333,-117.3198333,2.459,4.04,https://earthquake.usgs.gov/earthquakes/eventpage/ci14406304
ci14407020,2008-12-02 16:53:09.120,"24km NNE of Trona, CA",35.9711667,-117.3221667,2.329,4.03,https://earthquake.usgs.gov/earthquakes/eventpage/ci14407020
ci14408052,2008-12-06 04:18:42.850,"26km WNW of Ludlow, CA",34.8133333,-116.4188333,6.37,5.06,https://earthquake.usgs.gov/earthquakes/eventpage/ci14408052
ci10366101,2008-12-13 17:16:46.470,"24km NNE of Trona, CA",35.972,-117.3173333,-0.971,4.01,https://earthquake.usgs.gov/earthquakes/eventpage/ci10366101
ci10366249,2008-12-14 08:41:26.450,"5km ESE of Progreso, B.C., MX",32.5536667,-115.5366667,15.01,4.03,https://earthquake.usgs.gov/earthquakes/eventpage/ci10366249
nc51213534,2008-12-21 17:35:36.640,Central California,36.6748333,-121.3001667,6.761,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/nc51213534
usp000gr7g,2008-12-23 00:06:40.350,Gulf of California,27.857,-111.947,10.0,4.3,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gr7g
usp000gr7u,2008-12-23 03:55:29.700,Gulf of California,28.11,-112.489,20.0,4.3,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gr7u
nc51213957,2008-12-26 12:19:40.020,"3km NE of East Quincy, California",39.9598333,-120.8688333,-1.668,4.5,https://earthquake.usgs.gov/earthquakes/eventpage/nc51213957
usp000grpb,2008-12-28 05:15:56.000,"Yellowstone National Park, Wyoming",44.502,-110.366,0.3,4.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000grpb
ci10368325,2008-12-28 05:17:07.470,"4km ESE of Progreso, B.C., MX",32.5681667,-115.5428333,10.01,4.52,https://earthquake.usgs.gov/earthquakes/eventpage/ci10368325
nc51214595,2009-01-04 17:27:10.480,Northern California,38.7823333,-122.7725,3.816,4.27,https://earthquake.usgs.gov/earthquakes/eventpage/nc51214595
ci10370141,2009-01-09 03:49:46.270,"3km SSW of San Bernardino, CA",34.1073333,-117.3041667,13.823,4.45,https://earthquake.usgs.gov/earthquakes/eventpage/ci10370141
usp000gsnt,2009-01-16 04:15:35.650,Wyoming,43.222,-110.87,5.0,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gsnt
ci10374021,2009-01-29 08:41:59.120,"18km SE of San Clemente Is. (SE tip), CA",32.6931667,-118.2265,9.693,4.19,https://earthquake.usgs.gov/earthquakes/eventpage/ci10374021
uw10763723,2009-01-30 13:25:03.760,"Seattle-Tacoma urban area, Washington",47.7865,-122.5846667,62.24,4.67,https://earthquake.usgs.gov/earthquakes/eventpage/uw10763723
ci14418600,2009-01-31 21:09:22.590,"14km WNW of Johannesburg, CA",35.4135,-117.7858333,7.42,4.39,https://earthquake.usgs.gov/earthquakes/eventpage/ci14418600
usp000gube,2009-02-24 07:10:30.600,"Baja California, Mexico",30.104,-114.348,4.0,4.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gube
usp000gubf,2009-02-24 07:17:37.280,"Baja California, Mexico",30.012,-114.222,10.0,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gubf
uw10762533,2009-02-26 09:52:47.540,Oregon,42.5413333,-123.896,36.796,4.24,https://earthquake.usgs.gov/earthquakes/eventpage/uw10762533
usp000gups,2009-03-06 11:29:54.500,western Montana,45.703,-112.128,11.7,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gups
ci14433456,2009-03-24 11:55:43.930,"4km S of Bombay Beach, CA",33.3171667,-115.7281667,6.003,4.77,https://earthquake.usgs.gov/earthquakes/eventpage/ci14433456
nc40234037,2009-03-30 17:40:29.260,Northern California,37.2848333,-121.6156667,7.145,4.3,https://earthquake.usgs.gov/earthquakes/eventpage/nc40234037
usp000gvv1,2009-04-07 02:35:35.120,Gulf of California,25.694,-110.1,10.0,4.3,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gvv1
ci14443616,2009-04-12 03:19:24.000,"7km WSW of Delta, B.C., MX",32.3253333,-115.2536667,5.987,4.22,https://earthquake.usgs.gov/earthquakes/eventpage/ci14443616
ci14443704,2009-04-12 09:41:27.830,"58km WSW of Alberto Oviedo Mota, B.C., MX",32.0735,-115.7583333,5.787,4.3,https://earthquake.usgs.gov/earthquakes/eventpage/ci14443704
usp000gwde,2009-04-20 17:12:48.840,Gulf of California,27.501,-111.216,10.0,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gwde
ci10403777,2009-05-02 01:11:13.660,"10km NW of Malibu, CA",34.0666667,-118.8825,13.911,4.42,https://earthquake.usgs.gov/earthquakes/eventpage/ci10403777
nc51220943,2009-05-03 17:54:05.210,Northern California,40.7491667,-124.1638333,20.257,4.17,https://earthquake.usgs.gov/earthquakes/eventpage/nc51220943
ci10406593,2009-05-08 20:27:13.950,"6km E of Ojai, CA",34.4401667,-119.1825,7.287,4.17,https://earthquake.usgs.gov/earthquakes/eventpage/ci10406593
usp000gwya,2009-05-09 01:07:57.390,Gulf of California,25.477,-109.838,10.0,4.4,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gwya
usp000gx19,2009-05-11 22:35:49.800,"Baja California-Sonora border region, Mexico",31.711,-114.539,5.0,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gx19
ci10410337,2009-05-18 03:39:36.340,"2km E of Lennox, CA",33.9376667,-118.3356667,13.817,4.7,https://earthquake.usgs.gov/earthquakes/eventpage/ci10410337
ci10411545,2009-05-19 22:49:11.550,"2km ESE of Lennox, CA",33.9338333,-118.329,12.715,4.04,https://earthquake.usgs.gov/earthquakes/eventpage/ci10411545
ci14462064,2009-05-23 22:58:32.940,"20km NE of Olancha, CA",36.3961667,-117.8376667,-0.64,4.73,https://earthquake.usgs.gov/earthquakes/eventpage/ci14462064
usp000gxue,2009-06-03 21:47:01.000,Utah,41.8,-112.21,7.5,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gxue
uu50383335,2009-06-03 21:47:01.690,Utah,41.8056667,-112.2138333,9.47,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/uu50383335
usp000gy6k,2009-06-14 11:04:06.500,"Nuevo Leon, Mexico",25.292,-99.334,17.7,4.4,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gy6k
ci14477000,2009-06-20 01:00:30.610,"33km ENE of San Clemente Is. (SE tip), CA",32.8996667,-118.0066667,13.996,4.11,https://earthquake.usgs.gov/earthquakes/eventpage/ci14477000
nc40238431,2009-06-20 12:32:48.000,Central California,35.6431667,-120.9513333,5.923,4.39,https://earthquake.usgs.gov/earthquakes/eventpage/nc40238431
ci14481152,2009-06-29 21:39:59.370,"44km SW of Alberto Oviedo Mota, B.C., MX",31.9503333,-115.511,5.896,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/ci14481152
usp000gywg,2009-07-03 09:33:59.880,Gulf of California,25.015,-109.771,10.0,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gywg
usp000gywk,2009-07-03 09:57:01.560,Gulf of California,25.389,-109.687,10.0,5.3,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gywk
usp000gyws,2009-07-03 11:00:14.630,Gulf of California,25.131,-109.754,10.0,6.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gyws
usp000gyx8,2009-07-03 20:30:35.400,Gulf of California,25.226,-109.76,10.0,5.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gyx8
usp000gz5a,2009-07-12 03:01:14.390,"Durango, Mexico",25.043,-106.679,33.9,5.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gz5a
usp000gzc5,2009-07-17 06:53:55.700,"Sinaloa, Mexico",24.984,-107.19,10.0,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gzc5
usp000gzf2,2009-07-19 23:19:05.760,Gulf of California,24.978,-109.425,10.0,4.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gzf2
usp000gzsh,2009-07-29 10:00:36.710,New Mexico,36.799,-104.831,5.0,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gzsh
usp000gzya,2009-08-03 17:55:22.710,Gulf of California,28.904,-112.997,10.0,5.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gzya
usp000gzyb,2009-08-03 17:59:56.170,"Sonora, Mexico",29.039,-112.903,10.0,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gzyb
usp000gzyc,2009-08-03 18:07:39.190,"Baja California, Mexico",29.045,-113.123,10.0,4.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gzyc
usp000gzye,2009-08-03 18:33:34.480,"Baja California, Mexico",28.977,-113.019,10.0,4.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gzye
usp000gzyf,2009-08-03 18:40:50.100,"Baja California, Mexico",29.31,-113.728,10.0,6.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gzyf
usp000gzz0,2009-08-04 06:26:43.600,"Baja California, Mexico",29.446,-114.123,10.0,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gzz0
usp000h005,2009-08-05 09:13:12.300,"Baja California, Mexico",29.615,-113.789,10.0,5.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h005
nc71261376,2009-08-07 10:49:34.720,offshore Northern California,40.3098333,-124.637,16.257,4.92,https://earthquake.usgs.gov/earthquakes/eventpage/nc71261376
usp000h0rv,2009-08-22 15:48:52.000,eastern Montana,45.14,-106.45,13.9,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h0rv
usp000h154,2009-09-02 08:07:00.020,"Sonora, Mexico",28.085,-111.998,10.0,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h154
usp000h1g3,2009-09-13 07:06:22.390,"Baja California, Mexico",29.446,-113.599,10.0,5.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h1g3
usp000h1ht,2009-09-15 03:17:57.450,Gulf of California,25.754,-110.307,10.0,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h1ht
ci14512436,2009-09-19 22:55:17.840,"7km WNW of Delta, B.C., MX",32.3706667,-115.2611667,9.987,5.08,https://earthquake.usgs.gov/earthquakes/eventpage/ci14512436
ci14512580,2009-09-20 00:36:17.590,"8km W of Delta, B.C., MX",32.3551667,-115.2785,9.97,4.36,https://earthquake.usgs.gov/earthquakes/eventpage/ci14512580
usp000h1v2,2009-09-25 15:11:34.100,eastern Montana,45.02,-104.21,4.5,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h1v2
ci14517500,2009-10-01 10:01:24.670,"18km NE of Olancha, CA",36.3878333,-117.8586667,3.985,5.0,https://earthquake.usgs.gov/earthquakes/eventpage/ci14517500
ci14519756,2009-10-03 01:09:19.140,"18km NE of Olancha, CA",36.391,-117.8638333,0.7,4.74,https://earthquake.usgs.gov/earthquakes/eventpage/ci14519756
ci14519764,2009-10-03 01:10:26.100,"17km NE of Olancha, CA",36.3863333,-117.8681667,1.688,4.85,https://earthquake.usgs.gov/earthquakes/eventpage/ci14519764
ci14519780,2009-10-03 01:16:00.310,"18km NE of Olancha, CA",36.391,-117.8608333,-1.77,5.19,https://earthquake.usgs.gov/earthquakes/eventpage/ci14519780
ci14519860,2009-10-03 01:30:31.910,"19km NE of Olancha, CA",36.4026667,-117.8513333,-0.06,4.07,https://earthquake.usgs.gov/earthquakes/eventpage/ci14519860
ci14519940,2009-10-03 01:47:55.370,"19km NE of Olancha, CA",36.3948333,-117.8456667,-0.04,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/ci14519940
ci14520476,2009-10-03 05:31:57.720,"18km NE of Olancha, CA",36.39,-117.8635,0.08,4.66,https://earthquake.usgs.gov/earthquakes/eventpage/ci14520476
ci14520900,2009-10-03 11:37:11.380,"17km NE of Olancha, CA",36.3893333,-117.8673333,0.44,4.41,https://earthquake.usgs.gov/earthquakes/eventpage/ci14520900
usp000h2hp,2009-10-08 01:38:36.300,"Baja California, Mexico",30.304,-114.031,10.0,4.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h2hp
usp000h2j8,2009-10-08 04:10:51.650,Gulf of California,30.284,-113.781,10.0,4.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h2j8
usp000h2jd,2009-10-08 04:45:47.930,"Baja California, Mexico",30.07,-114.166,10.0,4.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h2jd
usp000h2jj,2009-10-08 06:01:07.360,"Baja California, Mexico",30.061,-114.073,10.0,4.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h2jj
ci10477949,2009-10-09 04:25:05.270,"18km NE of Olancha, CA",36.3976667,-117.8641667,7.588,4.29,https://earthquake.usgs.gov/earthquakes/eventpage/ci10477949
usp000h2r7,2009-10-11 07:25:17.830,Gulf of California,24.992,-109.631,10.0,4.3,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h2r7
ci10480301,2009-10-13 08:38:51.290,"16km WSW of Alberto Oviedo Mota, B.C., MX",32.1498333,-115.3136667,5.979,4.32,https://earthquake.usgs.gov/earthquakes/eventpage/ci10480301
usp000h2xg,2009-10-14 02:53:13.160,"Baja California, Mexico",30.301,-114.11,10.0,4.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h2xg
usp000h31x,2009-10-16 07:31:33.430,Gulf of California,30.25,-113.883,10.0,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h31x
usp000h320,2009-10-16 07:52:41.550,Gulf of California,30.112,-113.856,10.0,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h320
usp000h328,2009-10-16 10:27:15.260,Gulf of California,30.045,-113.931,10.0,4.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h328
usp000h3d0,2009-10-25 10:55:03.680,Gulf of California,27.741,-111.89,10.0,4.4,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h3d0
usp000h3e4,2009-10-26 09:56:58.800,"Sinaloa, Mexico",25.512,-107.567,10.0,4.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h3e4
ci10489253,2009-11-02 19:27:31.760,"12km NNW of Progreso, B.C., MX",32.6721667,-115.6506667,7.618,4.13,https://earthquake.usgs.gov/earthquakes/eventpage/ci10489253
nn00297358,2009-11-08 18:34:33.522,"30km SSE of Caliente, Nevada",37.3283,-114.4556,0.0,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/nn00297358
usp000h3z3,2009-11-12 02:19:10.030,Gulf of California,27.224,-111.247,10.0,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h3z3
ci10497389,2009-11-15 22:45:27.130,"21km ESE of San Nicolas Is., CA",33.1655,-119.3018333,5.671,4.35,https://earthquake.usgs.gov/earthquakes/eventpage/ci10497389
ci10497821,2009-11-16 21:21:30.630,"26km SSE of Trona, CA",35.5485,-117.2745,1.248,4.6,https://earthquake.usgs.gov/earthquakes/eventpage/ci10497821
usp000h50m,2009-12-13 16:59:12.630,Gulf of California,26.291,-110.559,10.0,5.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h50m
usp000h587,2009-12-21 08:53:10.170,"Baja California, Mexico",28.939,-113.125,10.0,4.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h587
ci14565620,2009-12-30 18:48:57.330,"12km N of Delta, B.C., MX",32.464,-115.1891667,5.971,5.8,https://earthquake.usgs.gov/earthquakes/eventpage/ci14565620
ci14565636,2009-12-30 18:53:23.960,"14km ESE of Puebla, B.C., MX",32.5323333,-115.2081667,5.986,4.77,https://earthquake.usgs.gov/earthquakes/eventpage/ci14565636
ci14565660,2009-12-30 19:07:41.530,"16km N of Delta, B.C., MX",32.4945,-115.205,5.971,4.03,https://earthquake.usgs.gov/earthquakes/eventpage/ci14565660
nc71330090,2010-01-04 14:24:54.440,Northern California,40.2773333,-123.8685,29.763,4.12,https://earthquake.usgs.gov/earthquakes/eventpage/nc71330090
uu50393545,2010-01-04 16:24:02.920,Utah,37.5996667,-113.0551667,9.08,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/uu50393545
usp000h5tj,2010-01-07 05:49:21.030,Gulf of California,30.299,-113.739,10.0,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h5tj
nc71336726,2010-01-07 18:09:35.040,"San Francisco Bay area, California",37.4811667,-121.7986667,10.753,4.05,https://earthquake.usgs.gov/earthquakes/eventpage/nc71336726
nc71338066,2010-01-10 00:27:39.320,offshore Northern California,40.652,-124.6925,28.737,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/nc71338066
nc71338171,2010-01-10 02:21:39.240,offshore Northern California,40.6086667,-124.7828333,20.38,4.41,https://earthquake.usgs.gov/earthquakes/eventpage/nc71338171
nc71338301,2010-01-10 06:32:17.020,offshore Northern California,40.3086667,-124.632,16.52,4.12,https://earthquake.usgs.gov/earthquakes/eventpage/nc71338301
ci14570852,2010-01-10 06:35:53.560,"6km NNE of Delta, B.C., MX",32.4033333,-115.1755,5.986,4.08,https://earthquake.usgs.gov/earthquakes/eventpage/ci14570852
nc71338851,2010-01-11 06:44:37.890,offshore Northern California,40.4626667,-124.8486667,23.561,4.05,https://earthquake.usgs.gov/earthquakes/eventpage/nc71338851
ci14571828,2010-01-12 02:36:08.440,"4km N of Banning, CA",33.9663333,-116.8763333,8.782,4.27,https://earthquake.usgs.gov/earthquakes/eventpage/ci14571828
ci10527789,2010-01-15 08:23:27.340,"10km E of Coso Junction, CA",36.031,-117.843,0.103,4.41,https://earthquake.usgs.gov/earthquakes/eventpage/ci10527789
ci10530013,2010-01-16 12:03:25.700,"4km W of Beaumont, CA",33.9321667,-117.0231667,13.143,4.28,https://earthquake.usgs.gov/earthquakes/eventpage/ci10530013
usp000h6dr,2010-01-20 21:56:28.800,"Nuevo Leon, Mexico",25.624,-100.405,5.0,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h6dr
usp000h6ec,2010-01-21 06:16:19.000,"Yellowstone National Park, Wyoming",44.568,-110.973,10.3,4.3,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h6ec
ci10537093,2010-02-01 14:19:47.820,"56km SW of Rosarito, B.C., MX",32.0493333,-117.5255,5.845,4.4,https://earthquake.usgs.gov/earthquakes/eventpage/ci10537093
nc71348851,2010-02-04 20:20:21.970,"61km WSW of Ferndale, California",40.4123333,-124.9613333,23.048,5.88,https://earthquake.usgs.gov/earthquakes/eventpage/nc71348851
ci10541957,2010-02-13 21:39:06.600,"6km S of Redlands, CA",34.0045,-117.1796667,8.025,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/ci10541957
ci10542525,2010-02-14 21:35:47.900,"31km E of Primo Tapia, B.C., MX",32.242,-116.5911667,5.608,4.45,https://earthquake.usgs.gov/earthquakes/eventpage/ci10542525
ci10542589,2010-02-15 00:07:09.360,"8km ENE of Coso Junction, CA",36.0735,-117.8658333,-1.147,4.05,https://earthquake.usgs.gov/earthquakes/eventpage/ci10542589
usp000h7g3,2010-02-19 23:30:18.280,"Baja California-Sonora border region, Mexico",31.483,-114.448,10.0,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h7g3
usp000h81j,2010-02-27 22:22:27.310,Oklahoma,35.553,-96.752,5.0,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h81j
nc71359410,2010-03-06 08:46:23.810,offshore Northern California,40.3198333,-124.7333333,12.397,4.53,https://earthquake.usgs.gov/earthquakes/eventpage/nc71359410
ci14597412,2010-03-06 08:47:37.870,"49km SW of Ferndale, CA",40.32,-124.733,12.543,4.5,https://earthquake.usgs.gov/earthquakes/eventpage/ci14597412
ci14598228,2010-03-09 04:18:21.870,"24km ESE of Julian, CA",32.994,-116.359,4.814,4.02,https://earthquake.usgs.gov/earthquakes/eventpage/ci14598228
ci14600292,2010-03-13 16:32:32.320,"25km NE of Pine Valley, CA",32.9906667,-116.358,4.984,4.23,https://earthquake.usgs.gov/earthquakes/eventpage/ci14600292
ci14601172,2010-03-16 11:04:00.190,"2km NE of Pico Rivera, CA",33.9923333,-118.0816667,18.723,4.44,https://earthquake.usgs.gov/earthquakes/eventpage/ci14601172
usp000ha1w,2010-03-28 00:03:55.080,New Mexico,32.438,-104.501,4.0,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ha1w
usp000ha4x,2010-03-30 09:14:10.460,"Baja California-Sonora border region, Mexico",31.276,-114.049,10.0,4.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ha4x
